source_id,target_id,target_title,resolution,relationship
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Dataset/2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,2024 - Real-IAD A Real-World Multi-View Dataset for Benchmarking Versatile Industrial Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Dataset/2025 - HSS-IAD A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset,2025 - HSS-IAD A Heterogeneous Same-Sort Industrial Anomaly Detection Dataset,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2023 - Omni-Frequency Channel-Selection Representations for Unsupervised Anomaly Detection,2023 - Omni-Frequency Channel-Selection Representations for Unsupervised Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Review/2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature,2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Learning Paradigms/Unsupervised Learning/Unsupervised learning,Unsupervised learning,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Dataset/2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Dataset/2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Research/2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Models/Classical ML/Classical ML,Methods/Models/Classical ML/XGBoost,XGBoost,resolved,wikilink
Methods/Models/Classical ML/Classical ML,Papers/Dataset/2019 - A Public Fabric Database for Defect Detection Methods and Results,2019 - A Public Fabric Database for Defect Detection Methods and Results,resolved,wikilink
Methods/Models/Classical ML/Classical ML,Papers/Dataset/2024 - Benchmark for Welding Gun Fault Prediction with Multivariate Time Series Data,2024 - Benchmark for Welding Gun Fault Prediction with Multivariate Time Series Data,resolved,wikilink
Methods/Models/Classical ML/Classical ML,Papers/Research/2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,resolved,wikilink
Methods/Models/Classical ML/Classical ML,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,resolved,wikilink
Methods/Models/Classical ML/Decision tree,Methods/Models/Classical ML/Classical ML,Classical ML,resolved,wikilink
Methods/Models/Classical ML/Decision tree,Methods/Models/Classical ML/Random forest,Random forest,resolved,wikilink
Methods/Models/Classical ML/Decision tree,Papers/Research/2001 - Random Forests,2001 - Random Forests,resolved,wikilink
Methods/Models/Classical ML/Random forest,Methods/Emerging Methods/Out-of-bag estimation,Out-of-bag estimation,resolved,wikilink
Methods/Models/Classical ML/Random forest,Methods/Models/Classical ML/Classical ML,Classical ML,resolved,wikilink
Methods/Models/Classical ML/Random forest,Methods/Models/Classical ML/Decision tree,Decision tree,resolved,wikilink
Methods/Models/Classical ML/Random forest,Papers/Research/2001 - Random Forests,2001 - Random Forests,resolved,wikilink
Methods/Models/Classical ML/Random forest,Papers/Research/2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,2016 - Predict Failures in Production Lines A Two-stage Approach with Clustering and Supervised Learning,resolved,wikilink
Methods/Models/Classical ML/Random forest,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,resolved,wikilink
Methods/Models/Classical ML/Random forest,Tasks/Defect classification,Defect classification,resolved,wikilink
Methods/Models/Classical ML/Random forest,Tasks/Manufacturing failure prediction,Manufacturing failure prediction,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Learning Paradigms/Transfer Learning/Transfer learning,Transfer learning,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Methods/Models/Computer Vision Models/ResNet-18,ResNet-18,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Papers/Research/2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Papers/Research/2023 - Cost Efficient Defect Detection in Bangle Industry Using Transfer Learning,2023 - Cost Efficient Defect Detection in Bangle Industry Using Transfer Learning,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,resolved,wikilink
Methods/Models/Classical ML/Support vector machine,Tasks/Defect classification,Defect classification,resolved,wikilink
Methods/Models/Classical ML/XGBoost,Methods/Models/Classical ML/Classical ML,Classical ML,resolved,wikilink
Methods/Models/Classical ML/XGBoost,Methods/Models/Computer Vision Models/ResNet-18,ResNet-18,resolved,wikilink
Methods/Models/Classical ML/XGBoost,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,resolved,wikilink
Methods/Models/Classical ML/XGBoost,Tasks/Defect classification,Defect classification,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Datasets/Public/AGDD,AGDD,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Methods/Emerging Methods/Dual-modal illumination for transparent material inspection,Dual-modal illumination for transparent material inspection,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Methods/Emerging Methods/RGB Channel Fusion,RGB Channel Fusion,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Methods/Models/Computer Vision Models/YOLOv8,YOLOv8,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Metrics/Detection/mAP,mAP,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Metrics/Detection/mAP@0.50,mAP@0.50,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Papers/Research/2024 - Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies,2024 - Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies,resolved,wikilink
Methods/Models/Computer Vision Models/ADMF-Net,Tasks/Aircraft glass canopy defect detection,Aircraft glass canopy defect detection,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Datasets/Public/DeepPCB,DeepPCB,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Datasets/Public/SSGD,SSGD,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Methods/Emerging Methods/Adaptive Receptive Field Attention Module,Adaptive Receptive Field Attention Module,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Methods/Emerging Methods/Spatial-aware Graph Reasoning Module,Spatial-aware Graph Reasoning Module,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Methods/Models/Computer Vision Models/Faster R-CNN,Faster R-CNN,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Metrics/Detection/Average precision,Average precision,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Metrics/Efficiency/FPS,FPS,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Papers/Research/2024 - Context-Enhanced Network with Spatial-Aware Graph for Smartphone Screen Defect Detection,2024 - Context-Enhanced Network with Spatial-Aware Graph for Smartphone Screen Defect Detection,resolved,wikilink
Methods/Models/Computer Vision Models/CE-SGNet,Tasks/Smartphone screen glass defect detection,Smartphone screen glass defect detection,resolved,wikilink
Methods/Models/Computer Vision Models/Co-DETR,Datasets/Public/DsPCBSD+,DsPCBSD+,resolved,wikilink
Methods/Models/Computer Vision Models/Co-DETR,Methods/Models/Computer Vision Models/Deep convolutional neural network,Deep convolutional neural network,resolved,wikilink
Methods/Models/Computer Vision Models/Co-DETR,Papers/Dataset/2024 - A Dataset for Deep Learning Based Detection of Printed Circuit Board Surface Defect,2024 - A Dataset for Deep Learning Based Detection of Printed Circuit Board Surface Defect,resolved,wikilink
